X1,X2,y
2.5154627176638806,1.9912829647822023,1.0
0.44759255951176546,0.5598071612740316,1.0
0.7492292438474186,-0.43377964469640773,0.0
-0.28928732224054143,1.5368322283579987,1.0
3.6750822956777256,2.1469120400675576,1.0
0.3309159248795423,-0.8054524495710034,0.0
-0.2165337063797208,0.5370249194626195,1.0
0.5027955012795516,1.2127707003547152,1.0
0.9877256123906347,-0.07211243797380748,0.0
-0.8161851532550394,0.35765961451277617,0.0
0.00787997795483828,0.9224607774211387,0.0
-0.760114399309357,-0.027675348384578205,0.0
-0.16402023079906838,-0.7012264057825477,0.0
2.03909853000602,-0.6839231453928573,0.0
-0.015435041301199314,1.7833075830086176,0.0
0.9355881215358512,1.096132238510885,0.0
0.4636608152790082,-0.03890166805323404,0.0
2.077574471174024,1.4398390943776889,1.0
-0.7759866261960683,1.473974961605216,0.0
0.8002955092821258,-0.6138887023987891,0.0
0.9870683817220238,-0.8567558065303909,1.0
1.2482705829991751,-0.8771814950000189,0.0
1.4545640906862658,0.379052737812959,1.0
-0.6506579488251354,1.9947438795425645,1.0
1.0302167726551972,2.391523311635404,1.0
1.5634129444157931,-0.45062671918805053,0.0
-0.16840153573819122,-0.5087429658541582,0.0
-0.7961152866614396,-0.1901331632649974,1.0
1.3012798548872186,0.510411591307293,1.0
-0.2181267993406076,-0.6058979018050382,0.0
-0.8217100133892019,0.9644211422450506,1.0
0.6451755355415586,0.1785648452834001,0.0
-0.46130180729400827,2.0265362445520685,1.0
-0.6313076890931753,-0.39188315109949995,0.0
1.2919388153240725,1.0702812466764346,0.0
0.1286482721734912,1.0236920028362684,0.0
0.2132180962970037,-0.5244464718684463,0.0
1.865179700200421,2.4074307668905064,1.0
0.6643530159333391,1.7831095021472274,0.0
0.8497371298702474,0.3504205996263584,1.0
-1.657496553508823,0.34808215819542476,0.0
-2.0742564009023283,0.5458742717629456,0.0
-0.4657608628040064,-0.1436667419876323,1.0
1.0352080640481984,0.7880095932967334,0.0
